StartDate,EndDate,Attention_check,Intentions,Trust1,Trust2,Transparency1,Transparency2,Understanding,Empowerment1,Empowerment2,Accessibility,Gender,Age,Condition,Questions_order
8/1/2023 10:48,8/1/2023 10:50,24,3,4,4,6,4,5,4,5,7,1,36,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:47,8/1/2023 10:50,15,5,3,3,5,3,2,5,6,7,2,47,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:48,8/1/2023 10:50,0,,,,,,,,,,,,,
8/1/2023 10:48,8/1/2023 10:50,16,2,4,4,4,4,2,2,2,4,1,37,Control,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:49,8/1/2023 10:50,24,4,4,4,4,4,6,4,4,6,1,29,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:48,8/1/2023 10:50,6,4,6,6,7,4,3,5,5,7,1,53,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:49,8/1/2023 10:50,6,6,5,5,4,4,3,5,5,5,1,29,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:49,8/1/2023 10:50,37,7,5,7,6,4,5,7,6,6,1,50,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:48,8/1/2023 10:50,74,4,4,4,4,3,4,5,5,7,1,48,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:49,8/1/2023 10:50,12,2,5,5,4,4,3,3,3,5,1,26,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:48,8/1/2023 10:50,25,3,5,5,7,4,1,6,5,7,1,45,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:49,8/1/2023 10:50,28,5,5,5,4,4,2,4,4,2,1,30,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:48,8/1/2023 10:50,6,2,6,6,6,6,5,2,2,7,1,25,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:49,8/1/2023 10:50,7,6,6,5,6,5,6,6,5,5,2,33,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:48,8/1/2023 10:50,10,5,4,4,3,4,6,4,4,5,1,38,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:47,8/1/2023 10:50,6,7,7,7,7,7,7,7,7,7,1,35,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:48,8/1/2023 10:50,5,5,7,7,7,7,6,6,7,6,1,44,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:49,8/1/2023 10:50,7,5,7,7,7,7,7,6,6,7,1,32,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:48,8/1/2023 10:50,8,4,1,1,1,1,4,4,5,7,2,32,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:49,8/1/2023 10:50,14,6,1,1,3,1,7,5,5,7,1,42,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:49,8/1/2023 10:50,5,2,4,4,3,3,3,2,3,7,1,44,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:48,8/1/2023 10:50,9,2,5,5,4,4,1,1,2,1,1,39,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:49,8/1/2023 10:50,9,4,4,4,3,3,1,1,1,1,1,31,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:48,8/1/2023 10:50,19,2,1,1,1,1,1,2,2,3,1,55,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:48,8/1/2023 10:50,7,1,6,6,5,4,6,1,1,7,1,60,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:49,8/1/2023 10:50,10,5,6,6,5,5,3,5,5,6,2,54,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:47,8/1/2023 10:50,0,,,,,,,,,,,,,
8/1/2023 10:48,8/1/2023 10:50,5,2,5,4,3,2,1,1,1,1,1,70,Control,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:47,8/1/2023 10:50,11,1,1,1,1,1,4,1,1,6,1,46,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:50,8/1/2023 10:51,9,4,5,7,6,6,6,6,5,7,1,21,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:48,8/1/2023 10:51,11,4,3,4,3,3,4,4,5,4,2,35,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:49,8/1/2023 10:51,6,2,4,4,4,3,3,4,4,6,2,36,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:49,8/1/2023 10:51,9,1,1,1,1,1,2,1,1,2,2,70,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:49,8/1/2023 10:51,14,7,7,7,7,7,3,5,5,5,1,41,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:50,8/1/2023 10:51,14,3,5,3,3,2,3,5,6,4,1,23,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:50,8/1/2023 10:51,20,5,5,5,5,4,6,4,5,5,2,34,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:48,8/1/2023 10:51,13,2,3,3,2,2,1,2,2,1,2,31,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:49,8/1/2023 10:51,20,3,4,4,5,4,3,6,5,7,1,41,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:50,8/1/2023 10:51,8,4,6,6,5,5,4,5,5,4,2,32,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:48,8/1/2023 10:51,5,7,1,1,1,1,3,5,5,4,1,43,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:48,8/1/2023 10:51,5,5,6,6,6,5,5,6,6,6,2,29,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:51,8/1/2023 10:51,4,,,,,,,,,,,,,
8/1/2023 10:48,8/1/2023 10:51,68,4,5,5,4,5,3,5,5,5,2,36,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:50,8/1/2023 10:51,16,4,4,4,4,4,1,4,4,4,1,30,Control,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:50,8/1/2023 10:51,10,4,3,3,3,4,3,5,4,5,2,46,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:50,8/1/2023 10:51,18,4,3,3,4,4,3,4,4,7,1,36,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:49,8/1/2023 10:52,10,3,2,2,2,2,2,4,4,5,2,55,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:48,8/1/2023 10:52,12,1,3,3,1,4,2,1,5,7,2,40,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:49,8/1/2023 10:52,10,6,5,5,6,5,6,6,6,6,1,25,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:49,8/1/2023 10:52,47,4,3,4,4,3,3,3,3,3,1,26,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:51,8/1/2023 10:52,12,5,6,7,5,6,5,6,5,4,2,29,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:52,8/1/2023 10:52,,,,,,,,,,,,,,
8/1/2023 10:49,8/1/2023 10:52,12,1,1,1,1,1,1,1,1,1,2,64,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:48,8/1/2023 10:52,15,7,6,7,6,6,6,6,7,7,1,32,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:49,8/1/2023 10:52,15,3,1,1,1,1,2,1,1,4,1,35,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:48,8/1/2023 10:52,5,5,7,7,7,7,5,5,4,6,1,36,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:53,8/1/2023 10:53,,,,,,,,,,,,,,
8/1/2023 10:49,8/1/2023 10:53,8,5,6,5,6,7,4,5,7,7,2,51,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:49,8/1/2023 10:53,14,6,7,7,7,7,6,7,7,7,2,47,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:48,8/1/2023 10:53,10,5,5,5,6,5,2,5,5,7,2,51,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:52,8/1/2023 10:53,35,4,2,1,2,1,4,5,4,4,1,24,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:48,8/1/2023 10:53,5,6,7,6,7,7,7,5,4,7,2,29,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:53,8/1/2023 10:54,7,3,5,4,4,3,3,3,3,1,2,64,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:53,8/1/2023 10:55,5,6,6,6,6,5,7,6,6,6,2,40,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:54,8/1/2023 10:56,16,2,5,5,4,6,2,3,3,2,2,32,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:57,8/1/2023 10:57,,,,,,,,,,,,,,
8/1/2023 10:58,8/1/2023 10:58,,,,,,,,,,,,,,
8/1/2023 10:58,8/1/2023 10:58,,,,,,,,,,,,,,
8/1/2023 10:57,8/1/2023 10:58,5,5,7,7,7,7,1,7,7,7,2,30,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:57,8/1/2023 10:58,9,3,6,5,2,3,2,1,1,1,2,55,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:57,8/1/2023 10:58,12,6,6,7,5,6,6,6,6,6,2,43,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:57,8/1/2023 10:58,8,1,2,2,2,2,1,1,1,6,1,32,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:57,8/1/2023 10:58,14,4,4,4,5,5,4,5,5,6,1,35,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:57,8/1/2023 10:59,28,3,2,2,3,3,2,3,2,2,2,44,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:57,8/1/2023 10:59,12,3,5,5,4,4,1,1,1,4,1,42,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:57,8/1/2023 10:59,7,2,1,1,1,1,2,2,2,4,2,45,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:58,8/1/2023 10:59,7,4,5,5,6,5,5,5,5,6,1,47,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:58,8/1/2023 10:59,7,2,4,3,3,3,3,2,2,3,2,51,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:57,8/1/2023 10:59,15,1,2,2,2,1,3,1,1,3,1,38,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:57,8/1/2023 10:59,12,2,4,4,4,2,1,1,1,1,2,37,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:57,8/1/2023 10:59,8,5,6,7,7,6,3,5,6,6,2,30,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:58,8/1/2023 10:59,8,3,5,5,4,4,2,3,5,4,1,32,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:58,8/1/2023 10:59,13,5,7,7,5,5,6,6,6,6,2,36,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:58,8/1/2023 10:59,5,5,6,6,5,4,3,4,4,5,1,30,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:58,8/1/2023 10:59,21,1,1,1,1,1,1,1,1,1,1,28,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:58,8/1/2023 10:59,10,2,1,1,1,1,1,4,4,4,1,32,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:57,8/1/2023 10:59,5,1,4,4,5,5,1,3,1,1,1,35,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:58,8/1/2023 10:59,7,4,4,4,4,2,2,2,2,6,2,26,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:58,8/1/2023 10:59,16,6,6,5,6,5,5,6,4,5,2,46,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:57,8/1/2023 11:00,21,2,6,6,6,6,1,2,2,3,3,29,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:58,8/1/2023 11:00,5,5,7,7,7,7,7,1,1,7,1,36,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:57,8/1/2023 11:00,6,1,1,1,1,1,1,1,1,1,1,42,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:57,8/1/2023 11:00,7,3,3,3,1,1,1,4,4,5,1,62,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:58,8/1/2023 11:00,6,3,4,4,3,3,1,1,1,3,2,47,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:59,8/1/2023 11:00,14,4,7,7,7,7,4,5,5,7,1,26,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:57,8/1/2023 11:00,10,4,6,6,6,5,5,5,5,7,2,36,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:59,8/1/2023 11:00,8,6,5,5,6,4,6,5,6,5,1,67,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:57,8/1/2023 11:00,18,2,4,4,2,4,1,2,4,1,2,59,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:58,8/1/2023 11:00,5,7,7,7,7,7,1,7,7,7,2,57,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:58,8/1/2023 11:00,5,6,4,4,2,2,5,5,5,1,2,37,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:57,8/1/2023 11:00,10,5,3,4,3,2,1,3,5,7,2,52,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:59,8/1/2023 11:00,17,3,5,5,4,4,2,4,5,4,1,40,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:59,8/1/2023 11:00,5,4,5,5,4,4,5,5,5,5,1,35,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:00,8/1/2023 11:00,,,,,,,,,,,,,,
8/1/2023 10:59,8/1/2023 11:00,8,1,1,1,1,1,1,1,1,1,1,39,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:57,8/1/2023 11:00,12,4,6,6,6,6,6,6,6,6,1,61,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:00,8/1/2023 11:00,4,,,,,,,,,,,,,
8/1/2023 10:58,8/1/2023 11:00,10,2,4,4,4,2,4,4,4,4,2,39,Control,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:58,8/1/2023 11:00,8,5,6,6,5,5,4,4,4,6,2,39,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:59,8/1/2023 11:01,7,5,4,3,3,3,3,4,5,7,2,47,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:01,8/1/2023 11:01,,,,,,,,,,,,,,
8/1/2023 10:59,8/1/2023 11:01,5,4,5,5,4,4,2,4,4,1,2,46,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:58,8/1/2023 11:01,33,3,4,3,2,2,6,2,2,7,1,36,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:59,8/1/2023 11:01,13,3,6,6,5,6,2,4,5,3,1,47,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:57,8/1/2023 11:01,10,3,4,4,3,3,1,1,1,1,2,71,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:58,8/1/2023 11:01,8,7,6,6,5,3,5,5,6,1,2,45,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 10:58,8/1/2023 11:01,7,1,6,6,6,6,6,1,1,3,2,65,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:00,8/1/2023 11:01,9,5,4,4,4,4,4,5,5,6,1,43,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:00,8/1/2023 11:01,14,2,6,6,5,4,1,3,2,1,1,27,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:59,8/1/2023 11:01,5,6,5,5,5,5,5,3,3,7,2,28,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:00,8/1/2023 11:01,24,6,5,5,6,5,4,5,6,6,1,32,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:59,8/1/2023 11:01,5,1,1,1,4,4,1,1,1,7,2,29,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:00,8/1/2023 11:01,22,5,5,6,5,6,5,5,4,4,2,29,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:00,8/1/2023 11:01,9,2,6,6,6,5,4,2,2,3,1,46,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:00,8/1/2023 11:01,7,3,4,4,3,3,2,2,1,5,2,57,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:57,8/1/2023 11:02,20,1,5,5,4,4,4,2,2,4,2,53,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:00,8/1/2023 11:02,12,2,2,2,2,2,2,2,2,2,1,41,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:01,8/1/2023 11:02,6,1,4,4,3,3,1,1,4,2,1,37,Control,Empowerment|Trust&Transparency|Understanding
8/1/2023 10:58,8/1/2023 11:02,15,6,5,5,5,5,5,6,6,7,1,22,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:01,8/1/2023 11:02,8,4,4,4,3,3,3,3,3,4,1,51,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:01,8/1/2023 11:02,5,3,5,5,5,5,4,3,3,4,1,36,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:00,8/1/2023 11:02,5,1,4,4,4,4,3,2,1,5,2,75,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 10:58,8/1/2023 11:02,7,6,6,6,6,6,7,6,6,7,2,36,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:01,8/1/2023 11:02,10,1,4,4,3,3,1,2,1,2,2,58,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:01,8/1/2023 11:02,5,5,4,4,3,3,2,3,4,4,2,50,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:01,8/1/2023 11:03,5,2,2,2,2,2,1,1,1,6,1,76,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 11:00,8/1/2023 11:03,17,5,6,6,7,7,4,5,5,7,2,40,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:00,8/1/2023 11:03,8,4,4,4,4,4,3,3,3,5,1,40,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 10:59,8/1/2023 11:03,5,2,3,2,1,1,5,2,2,7,2,31,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:01,8/1/2023 11:03,5,1,4,4,4,4,1,1,1,1,2,72,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:00,8/1/2023 11:03,5,3,6,6,5,5,5,4,2,2,1,63,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:59,8/1/2023 11:03,8,7,7,7,7,7,7,7,7,7,1,33,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 10:59,8/1/2023 11:03,0,,,,,,,,,,,,,
8/1/2023 11:01,8/1/2023 11:04,27,5,6,7,4,3,6,3,5,4,1,64,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:03,8/1/2023 11:04,11,1,5,5,5,5,1,2,2,1,2,49,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:03,8/1/2023 11:04,12,1,1,1,1,1,6,5,5,7,1,43,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 11:02,8/1/2023 11:04,12,3,3,3,2,2,5,4,4,7,2,51,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:03,8/1/2023 11:05,5,7,7,7,7,4,7,7,7,7,2,24,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:01,8/1/2023 11:05,16,7,7,7,7,7,1,5,6,7,1,44,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:04,8/1/2023 11:05,9,4,4,4,4,3,3,4,4,7,1,49,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:04,8/1/2023 11:05,9,6,6,7,6,6,7,6,7,4,1,35,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:57,8/1/2023 11:05,7,1,4,4,4,4,1,1,1,7,1,35,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:01,8/1/2023 11:05,10,4,2,2,2,2,3,4,4,5,1,33,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 10:58,8/1/2023 11:06,6,4,3,3,3,3,2,4,4,5,1,62,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:00,8/1/2023 11:07,5,3,3,3,5,3,4,1,1,4,2,39,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:00,8/1/2023 11:07,19,2,4,4,4,4,1,2,2,1,2,32,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:05,8/1/2023 11:07,64,2,5,6,4,5,1,2,3,1,1,33,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:08,8/1/2023 11:08,,,,,,,,,,,,,,
8/1/2023 11:09,8/1/2023 11:09,,,,,,,,,,,,,,
8/1/2023 11:08,8/1/2023 11:09,25,3,6,6,4,2,5,4,4,4,1,35,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:08,8/1/2023 11:10,6,4,3,3,3,3,5,3,3,5,1,30,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:09,8/1/2023 11:10,8,4,2,2,1,1,6,4,4,4,1,44,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:10,8/1/2023 11:10,,,,,,,,,,,,,,
8/1/2023 11:09,8/1/2023 11:10,5,4,4,5,4,5,5,4,5,3,2,27,Control,Empowerment|Trust&Transparency|Understanding
8/1/2023 11:09,8/1/2023 11:10,0,,,,,,,,,,,,,
8/1/2023 11:09,8/1/2023 11:10,24,4,4,4,3,3,4,5,5,6,1,33,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 11:09,8/1/2023 11:10,7,5,6,6,7,6,1,5,5,7,2,65,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:09,8/1/2023 11:10,14,1,2,2,2,2,1,1,1,1,1,37,Control,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:09,8/1/2023 11:10,9,4,4,4,4,4,1,3,3,5,1,56,Control,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:09,8/1/2023 11:10,5,4,2,2,2,2,2,4,4,6,1,38,Explanation_Prospect,Empowerment|Trust&Transparency|Understanding
8/1/2023 11:09,8/1/2023 11:10,5,4,4,4,4,4,2,5,4,2,2,44,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:09,8/1/2023 11:11,5,5,5,5,5,5,3,6,6,6,1,40,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:09,8/1/2023 11:11,11,3,2,2,2,2,2,4,4,7,2,62,Explanation_Prospect,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:09,8/1/2023 11:11,7,2,4,4,3,3,2,2,2,3,1,31,Control,Empowerment|Trust&Transparency|Understanding
8/1/2023 11:10,8/1/2023 11:11,6,1,3,3,1,1,2,1,1,2,1,28,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
