StartDate,EndDate,Attention_check,Text,Understanding,Intentions,Empowerment1,Empowerment2,Pointers1,Pointers2,Trust1,Trust2,Transparency1,Transparency2,Gender,Age,Condition,Questions_order
8/15/2023 14:59,8/15/2023 15:00,5,anyone,6,6,5,6,7,6,5,6,7,4,1,41,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 14:57,8/15/2023 15:00,7,not available,1,4,5,5,5,5,4,4,1,4,1,37,Control,Pointers|Trust&Transparency|Empowerment
8/15/2023 14:59,8/15/2023 15:00,26,only data science experts,2,4,5,5,2,5,4,4,3,4,1,35,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 14:58,8/15/2023 15:01,5,unavailable ,1,1,1,1,1,2,4,3,1,2,2,50,Control,Trust&Transparency|Pointers|Empowerment
8/15/2023 14:59,8/15/2023 15:01,14,data science experts,1,2,1,1,6,4,4,4,3,4,1,56,Explanation_Prospect_Expert,Empowerment|Pointers|Trust&Transparency
8/15/2023 14:59,8/15/2023 15:01,8,anybody,7,7,7,7,7,7,7,7,7,7,2,23,Explanation_Prospect_Laypeople,Trust&Transparency|Empowerment|Pointers
8/15/2023 14:57,8/15/2023 15:01,6,not available,4,5,4,5,5,6,5,4,3,5,2,39,Control,Trust&Transparency|Pointers|Empowerment
8/15/2023 14:57,8/15/2023 15:01,10,anybody,2,1,1,1,1,1,1,1,4,4,3,33,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 14:59,8/15/2023 15:01,17,anybody,7,5,7,6,7,7,6,6,7,7,1,42,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:01,16,,,,,,,,,,,,,,,
8/15/2023 14:58,8/15/2023 15:01,17,anybody,3,4,5,5,4,4,6,6,7,7,2,46,Explanation_Prospect_Laypeople,Empowerment|Pointers|Trust&Transparency
8/15/2023 14:57,8/15/2023 15:01,10,anybody,4,4,6,6,3,3,6,6,6,6,1,68,Explanation_Prospect_Laypeople,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:00,8/15/2023 15:01,6,not available,1,1,1,1,1,1,2,2,2,2,1,27,Control,Empowerment|Pointers|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:01,12,data science experts,2,3,2,3,6,5,4,3,2,2,1,36,Explanation_Prospect_Expert,Empowerment|Trust&Transparency|Pointers
8/15/2023 14:59,8/15/2023 15:01,6,anybody,2,3,2,3,4,4,3,3,3,3,2,34,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 14:59,8/15/2023 15:01,25,anybody,6,6,6,6,5,4,6,6,7,7,1,38,Explanation_Prospect_Laypeople,Empowerment|Pointers|Trust&Transparency
8/15/2023 14:56,8/15/2023 15:01,23,anybody,5,4,6,4,5,5,5,5,5,5,2,25,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 14:59,8/15/2023 15:01,14,Data Science,5,6,6,6,5,5,5,6,6,6,2,36,Explanation_Prospect_Expert,Trust&Transparency|Pointers|Empowerment
8/15/2023 14:58,8/15/2023 15:01,8,anybody,6,6,5,5,6,7,5,6,7,5,2,33,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 14:57,8/15/2023 15:01,18,data science experts,6,5,7,5,6,6,7,5,6,5,2,34,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:01,10,data science experts,1,1,1,1,4,4,1,1,1,1,2,28,Explanation_Prospect_Expert,Empowerment|Pointers|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:01,5,confusing,1,1,1,1,1,1,4,3,3,5,2,69,Control,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:01,10,data science experts,2,4,2,2,5,5,4,3,2,3,1,40,Explanation_Prospect_Expert,Pointers|Trust&Transparency|Empowerment
8/15/2023 14:59,8/15/2023 15:01,12,anybody,4,5,5,4,5,4,5,4,5,4,2,32,Explanation_Prospect_Laypeople,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:00,8/15/2023 15:01,11,anybody,6,7,7,7,7,7,6,6,7,7,1,27,Explanation_Prospect_Laypeople,Pointers|Trust&Transparency|Empowerment
8/15/2023 14:59,8/15/2023 15:01,13,not available,1,2,1,1,1,1,4,4,2,4,1,41,Control,Empowerment|Pointers|Trust&Transparency
8/15/2023 14:59,8/15/2023 15:01,8,data science experts,7,7,5,6,5,5,6,5,5,6,1,40,Explanation_Prospect_Expert,Trust&Transparency|Empowerment|Pointers
8/15/2023 14:59,8/15/2023 15:01,5,not available,1,4,5,5,6,6,4,4,4,4,2,42,Control,Empowerment|Pointers|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:01,6,anybody,6,5,6,6,7,6,6,6,7,7,1,38,Explanation_Prospect_Laypeople,Pointers|Trust&Transparency|Empowerment
8/15/2023 14:59,8/15/2023 15:01,36,anybody,6,4,7,7,4,4,4,4,4,4,2,59,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:01,9,anybody,4,4,5,5,3,3,4,4,6,4,1,53,Explanation_Prospect_Laypeople,Trust&Transparency|Empowerment|Pointers
8/15/2023 14:59,8/15/2023 15:01,5,not available,2,2,5,5,3,3,4,4,3,3,1,66,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:00,8/15/2023 15:02,20,data science experts ,4,4,7,7,5,6,4,5,6,4,1,29,Explanation_Prospect_Expert,Empowerment|Pointers|Trust&Transparency
8/15/2023 14:59,8/15/2023 15:02,10,data science experts,1,5,4,4,6,6,4,4,5,5,1,53,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:02,14,not available.,1,1,4,5,4,3,2,4,3,1,1,36,Control,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:00,8/15/2023 15:02,6,"data science experts,",7,1,4,1,7,7,1,1,1,1,1,29,Explanation_Prospect_Expert,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:01,8/15/2023 15:02,15,not available,1,1,2,2,1,1,3,3,1,1,1,28,Control,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:00,8/15/2023 15:02,9,data science experts,3,4,3,4,3,3,4,4,5,4,1,35,Explanation_Prospect_Expert,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:00,8/15/2023 15:02,7,anybody,3,4,7,7,6,6,6,6,7,7,1,38,Explanation_Prospect_Laypeople,Pointers|Trust&Transparency|Empowerment
8/15/2023 14:58,8/15/2023 15:02,11,data science experts,5,4,5,5,4,5,5,4,5,5,1,32,Explanation_Prospect_Expert,Empowerment|Pointers|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:02,7,by being a lobo-advisor on finances.,5,3,5,4,5,4,5,4,5,5,1,45,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:00,8/15/2023 15:02,10,anybody,5,6,6,6,6,6,6,7,6,6,1,29,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:00,8/15/2023 15:02,5,anybody ,1,4,1,1,3,3,4,4,4,4,2,52,Explanation_Prospect_Laypeople,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:01,8/15/2023 15:02,18,not available,1,2,1,2,1,1,2,1,1,3,1,41,Control,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:02,12,anybody,5,6,5,6,6,5,6,4,5,6,1,34,Explanation_Prospect_Laypeople,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:00,8/15/2023 15:02,15,anybody,1,4,7,7,4,1,7,7,7,7,2,40,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:00,8/15/2023 15:02,11,not available,1,2,1,1,1,3,1,1,1,1,2,44,Control,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:00,8/15/2023 15:02,12,data science experts,1,4,2,1,5,6,5,4,5,5,2,56,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:01,8/15/2023 15:02,8,only data science experts,2,4,3,3,6,6,4,4,3,3,1,26,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:02,14,data science experts,1,4,2,3,5,5,4,4,3,4,3,33,Explanation_Prospect_Expert,Empowerment|Trust&Transparency|Pointers
8/15/2023 14:57,8/15/2023 15:02,7,ai,3,2,2,2,2,2,3,3,3,3,2,35,Explanation_Prospect_Laypeople,Empowerment|Pointers|Trust&Transparency
8/15/2023 14:59,8/15/2023 15:02,12,anybody,6,5,6,5,6,5,6,5,6,5,2,24,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 14:59,8/15/2023 15:02,109,data science,1,2,2,2,5,4,4,4,5,4,1,31,Explanation_Prospect_Expert,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:01,8/15/2023 15:02,9,anybody,7,7,7,7,7,7,6,6,6,7,2,46,Explanation_Prospect_Laypeople,Empowerment|Pointers|Trust&Transparency
8/15/2023 14:59,8/15/2023 15:02,7,not available,1,1,1,1,1,1,1,1,1,1,1,45,Control,Trust&Transparency|Pointers|Empowerment
8/15/2023 14:59,8/15/2023 15:02,19,not available,1,1,3,2,1,1,2,2,1,2,1,42,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:01,8/15/2023 15:03,17,Anybody,6,5,7,5,4,6,6,5,4,5,2,25,Explanation_Prospect_Expert,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:02,8/15/2023 15:03,11,not available,1,1,2,3,3,3,4,4,2,3,1,64,Control,Pointers|Empowerment|Trust&Transparency
8/15/2023 14:59,8/15/2023 15:03,13,anybody,5,5,3,5,4,5,5,4,4,5,2,27,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 14:58,8/15/2023 15:03,5,anybody,5,5,5,5,4,4,6,6,5,5,1,42,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:03,5,data science experts,2,4,1,3,5,6,4,3,2,3,2,31,Explanation_Prospect_Expert,Trust&Transparency|Pointers|Empowerment
8/15/2023 14:58,8/15/2023 15:03,19,anybody,6,7,7,7,7,7,7,7,6,6,1,44,Explanation_Prospect_Laypeople,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:01,8/15/2023 15:03,8,anybody,4,3,5,5,5,5,4,4,4,4,1,56,Explanation_Prospect_Laypeople,Empowerment|Pointers|Trust&Transparency
8/15/2023 15:01,8/15/2023 15:03,5,not available,3,1,2,2,3,3,3,3,1,4,1,47,Control,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:02,8/15/2023 15:03,5,data science experts,1,1,1,1,1,7,4,3,7,7,2,43,Explanation_Prospect_Expert,Trust&Transparency|Pointers|Empowerment
8/15/2023 15:02,8/15/2023 15:03,10,not available.,1,2,3,3,3,3,1,1,1,3,1,33,Control,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:02,8/15/2023 15:03,6,not available,2,2,4,4,2,2,4,4,4,4,2,40,Control,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:02,8/15/2023 15:03,17,anybody,3,5,5,5,5,5,5,5,4,4,1,45,Explanation_Prospect_Laypeople,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:02,8/15/2023 15:03,7,data scientists,1,1,1,1,1,1,4,4,1,4,1,60,Explanation_Prospect_Expert,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:02,8/15/2023 15:03,16,anybody,2,4,6,4,2,3,5,5,6,5,2,40,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:03,8/15/2023 15:03,5,,,,,,,,,,,,,,,
8/15/2023 15:02,8/15/2023 15:03,6,not available,1,4,5,5,4,4,3,3,3,3,1,50,Control,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:00,8/15/2023 15:03,13,data science experts,1,1,1,1,2,1,2,2,3,3,2,48,Explanation_Prospect_Expert,Pointers|Trust&Transparency|Empowerment
8/15/2023 14:58,8/15/2023 15:03,13,Anybody,5,6,5,6,6,4,6,5,4,5,2,33,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:03,8/15/2023 15:04,8,,,,,,,,,,,,,,,
8/15/2023 15:02,8/15/2023 15:04,8,not available,5,4,5,6,4,5,5,4,6,4,2,32,Control,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:02,8/15/2023 15:04,9,not available,1,1,1,1,1,1,1,1,1,1,2,44,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:02,8/15/2023 15:04,8,can understand how the Ai.XR works,5,5,5,5,5,5,5,5,5,5,1,33,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 14:58,8/15/2023 15:04,19,Not available.,1,2,5,5,2,2,4,4,2,3,2,52,Control,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:02,8/15/2023 15:04,29,experts,3,3,1,2,1,6,5,3,2,6,1,41,Explanation_Prospect_Expert,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:00,8/15/2023 15:04,6,anybody,1,4,5,5,6,6,4,4,4,4,2,66,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:03,8/15/2023 15:04,15,anybody,6,6,6,6,6,6,6,6,6,6,1,27,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 14:59,8/15/2023 15:04,18,not available,3,2,1,1,5,4,1,1,1,1,2,37,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 14:57,8/15/2023 15:04,20,experts,1,1,1,1,4,4,1,1,1,1,2,36,Explanation_Prospect_Expert,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:01,8/15/2023 15:04,8,anybody,3,4,4,4,3,3,4,3,5,4,3,36,Explanation_Prospect_Laypeople,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:01,8/15/2023 15:04,12,anybody,5,6,6,5,5,6,5,6,5,4,2,56,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:02,8/15/2023 15:04,10, that it using market data and information about your investment to determine the best portfolio composition.,1,1,2,2,1,1,4,4,2,3,1,32,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:03,8/15/2023 15:04,5,data science experts,3,2,4,3,3,4,5,5,4,3,1,28,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:03,8/15/2023 15:05,5,data science experts,1,4,6,6,2,2,4,4,4,4,2,48,Explanation_Prospect_Expert,Empowerment|Pointers|Trust&Transparency
8/15/2023 15:01,8/15/2023 15:05,9,not available,6,7,6,5,6,7,6,5,6,5,1,56,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:03,8/15/2023 15:05,7,data science experts,1,4,2,2,3,3,4,4,5,4,1,39,Explanation_Prospect_Expert,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:03,8/15/2023 15:05,19,not available,1,1,1,1,1,1,1,1,1,1,1,43,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:04,8/15/2023 15:05,6,anybody,3,5,5,5,6,5,6,5,6,5,1,41,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:03,8/15/2023 15:05,8,data science experts ,5,4,3,6,4,5,3,5,4,5,1,27,Explanation_Prospect_Expert,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:01,8/15/2023 15:05,7,only data science experts,1,4,2,4,5,5,4,4,2,4,2,55,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:03,8/15/2023 15:05,33,not available,1,1,1,1,1,1,4,5,4,4,1,41,Control,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:03,8/15/2023 15:05,24,not available,1,1,1,1,1,1,4,2,1,2,2,37,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:03,8/15/2023 15:05,10,anybody,4,5,5,5,4,4,4,4,5,4,1,38,Explanation_Prospect_Laypeople,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:03,8/15/2023 15:05,15,anybody,1,5,7,7,1,1,7,7,7,7,2,47,Explanation_Prospect_Laypeople,Pointers|Trust&Transparency|Empowerment
8/15/2023 15:03,8/15/2023 15:05,8,not available,5,6,5,6,5,4,6,5,4,5,2,65,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:03,8/15/2023 15:05,7,not available,1,2,2,1,2,2,2,2,1,2,1,56,Control,Trust&Transparency|Empowerment|Pointers
8/15/2023 15:03,8/15/2023 15:05,30,,,,,,,,,,,,,,,
8/15/2023 15:03,8/15/2023 15:05,19,anybody,4,4,4,4,7,7,2,1,1,1,3,29,Explanation_Prospect_Laypeople,Trust&Transparency|Pointers|Empowerment
8/15/2023 14:58,8/15/2023 15:05,9,not available,2,2,2,2,2,2,2,2,2,2,1,40,Control,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:03,8/15/2023 15:05,5,data science experts,1,1,1,1,7,7,7,7,1,7,1,44,Explanation_Prospect_Expert,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:03,8/15/2023 15:05,27,only data science experts,1,1,2,2,3,4,2,2,1,1,2,78,Explanation_Prospect_Expert,Empowerment|Pointers|Trust&Transparency
8/15/2023 15:03,8/15/2023 15:05,7,not available,1,1,1,1,2,2,4,4,2,4,2,45,Control,Pointers|Empowerment|Trust&Transparency
8/15/2023 15:03,8/15/2023 15:05,14,data science experts,2,3,3,2,6,7,6,5,7,7,1,33,Explanation_Prospect_Expert,Empowerment|Pointers|Trust&Transparency
8/15/2023 15:04,8/15/2023 15:05,9,anybody,6,4,6,6,4,4,4,4,6,6,1,28,Explanation_Prospect_Laypeople,Empowerment|Trust&Transparency|Pointers
8/15/2023 15:02,8/15/2023 15:05,5,anybody,2,3,4,4,4,5,4,4,5,3,2,27,Explanation_Prospect_Laypeople,Trust&Transparency|Empowerment|Pointers
